value.user_id
4586
81854
49339
47209
47368
2344
79532
81537
6307
34567
29042
76582
19904
17755
4093
68335
26330
12587
1406
27313
4590
4593
4035
3764
5193
50416
71418
72864
32533
34300
18711
67614
15079
29618
102310000000002311
102310000000002328
86367
2180
102310000000032211
12353
5257
4442
5287
13210
74534
4406
77098
4060
89763
90618
90417
90585
80400
94620
92361
93133
92890
92867
93680
93534
93276
92042
95450
4844
4936
29609
71226
67973
95434
17545
68040
96097
67805
4655
47513
46993
47328
83905
71829
79870
89374
50721
3672
90098
68305
1476
71512
71623
71374
33
80143
56268
95517
80498
70644
13073
71253
85072
83549
78081
83797
75834
30265
13951
84486
3325
56228
54940
4560
5270
89318
70642
71714
79513
1711
84071
5069
1593
76550
98468
98519
98517
98492
98576
98544
98485
98482
98569
5846
56594
98822
98800
90134
99051
4603
82914
99255
96962
75945
4682
49079
89849
4656
46184
79525
79809
48186
4685
26145
67702
69859
76970
85912
19137
22293
91619
93733
93650
4997
9990
38271
47532
85630
83206
74121
79783
98409
98514
98458
98477
98575
37672
72870
72851
48071
47891
47740
46533
47166
47151
81467
83909
83912
46429
47218
46176
46668
46915
46336
80945
79864
79379
79346
79564
79798
80279
82392
81019
83269
83931
81094
3861
32440
4933
46771
46012
46796
49032
11756
2168
85313
85303
85324
27553
77698
2228
70707
29488
99
77676
4541
52190
25535
4415
2249
4810
4925
21178
4585
4592
29040
4575
1581
4583
1477
46028
40208
4127
27517
5197
54230
4122
2767
71566
32517
32416
18496
4578
24757
22280
51099
71000
17883
3614
65989
27858
12129
34672
35967
10420
34780
30706
33370
33296
52529
68939
70618
70600
71239
52198
71442
6304
4485
4267
4486
70312
70810
70343
68355
69878
84288
47772
15125
71852
11701
4048
16362
71809
30948
76698
76867
4798
26738
1461
5142
46566
33187
33164
48199
70794
3911
86329
86359
4217
20051
5158
4616
5033
5049
2196
4121
27669
4569
1703
3625
4901
86244
107900000000001931
89091
54889
4427
89365
77407
27610
89938
89940
89904
89973
90330
90115
91039
90741
91364
91081
91504
76223
91946
94629
92012
94042
94539
92415
93890
92250
93501
92832
93108
92850
92810
92705
94098
94184
94291
92954
92762
93318
93842
93544
94294
93565
92896
93067
93538
92457
94007
93601
92190
94768
92747
92241
92013
92292
93384
95170
95678
95746
2323
87596
95844
4126
28124
80623
79507
46790
47081
69799
84854
3711
82845
91864
25402
38186
83759
81278
96668
1379
96804
69227
80322
4180
51299
66820
33739
69275
80877
46152
87689
3578
81402
14291
70837
51647
81087
81171
69780
69085
21154
97139
88375
89369
5264
71528
1904
23003
89597
36000
5055
98410
87027
98558
98591
98516
98493
98559
98557
98551
98547
98545
98565
98560
98541
98521
98473
98472
91648
99225
99253
41370
47351
4945
2217
68353
73174
32618
5089
2226
23644
4423
14451
65965
4515
2317
77696
13218
2343
5130
71868
66859
4903
72620
99787
99788
69030
79349
77292
64903
77979
4770
65998
41347
4377
4845
543
100053
100054
96369
95755
99173
5283
2518
45692
5254
89481
79819
70194
83881
83210
30831
13081
32738
8270
39677
78090
